,date,open,close,high,low,volume,amount,swing,chg_pct,chg_amount,turnover
63,2020-04-09,3798.49,3792.81,3801.72,3785.31,100485033,154595319808.0,0.43,0.33,12.47,0.36
64,2020-04-10,3794.84,3769.18,3824.74,3758.96,102444956,162251235328.0,1.73,-0.62,-23.63,0.37
65,2020-04-13,3751.71,3753.26,3769.88,3740.19,79053343,119874301952.0,0.79,-0.42,-15.92,0.28
66,2020-04-14,3777.83,3825.7,3825.76,3764.98,110637586,170612580352.0,1.62,1.93,72.44,0.4
67,2020-04-15,3820.85,3797.36,3829.8,3793.44,108461985,169700216832.0,0.95,-0.74,-28.34,0.39
68,2020-04-16,3777.8,3802.38,3807.36,3774.56,95947965,147164303360.0,0.86,0.13,5.02,0.34
69,2020-04-17,3831.92,3839.49,3863.45,3821.42,132004301,203595268096.0,1.11,0.98,37.11,0.47
70,2020-04-20,3845.46,3853.46,3853.8,3831.55,100013115,151924088832.0,0.58,0.36,13.97,0.36
71,2020-04-21,3838.23,3808.05,3838.23,3780.0,102921889,155077455872.0,1.51,-1.18,-45.41,0.37
72,2020-04-22,3789.13,3839.38,3839.38,3782.21,85899464,135547281408.0,1.5,0.82,31.33,0.31
73,2020-04-23,3851.91,3829.75,3857.47,3826.56,95508449,142122549248.0,0.81,-0.25,-9.63,0.34
74,2020-04-24,3826.31,3796.97,3827.21,3787.07,94844134,138961199104.0,1.05,-0.86,-32.78,0.34
75,2020-04-27,3808.02,3822.77,3842.87,3793.77,95462735,145301151744.0,1.29,0.68,25.8,0.34
76,2020-04-28,3835.35,3849.15,3859.68,3768.2,122093476,184179761152.0,2.39,0.69,26.38,0.44
77,2020-04-29,3837.51,3867.03,3880.74,3833.72,95854589,151282102272.0,1.22,0.46,17.88,0.34
78,2020-04-30,3880.41,3912.58,3921.7,3880.41,132917125,202268286976.0,1.07,1.18,45.55,0.47
79,2020-05-06,3867.26,3936.25,3937.69,3865.99,139855675,214935961600.0,1.83,0.6,23.67,0.5
80,2020-05-07,3937.59,3924.89,3941.48,3915.9,105514647,167207800832.0,0.65,-0.29,-11.36,0.38
81,2020-05-08,3943.0,3963.62,3979.66,3935.98,116943342,190299586560.0,1.11,0.99,38.73,0.42
82,2020-05-11,3974.76,3960.18,3998.1,3944.5,122673802,193758093312.0,1.35,-0.09,-3.44,0.44
83,2020-05-12,3961.34,3960.24,3970.11,3930.21,98250555,157465780224.0,1.01,0.0,0.06,0.35
84,2020-05-13,3946.64,3968.25,3972.53,3932.57,88190669,145563381760.0,1.01,0.2,8.01,0.31
85,2020-05-14,3952.2,3925.22,3952.2,3924.05,88530004,143499177984.0,0.71,-1.08,-43.03,0.32
86,2020-05-15,3941.13,3912.82,3945.2,3907.4,92618383,153301504000.0,0.96,-0.32,-12.4,0.33
87,2020-05-18,3914.66,3922.91,3946.43,3898.4,112801761,188528119808.0,1.23,0.26,10.09,0.4
88,2020-05-19,3963.78,3956.25,3966.85,3944.07,94015291,159886221312.0,0.58,0.85,33.34,0.34
89,2020-05-20,3955.71,3935.22,3955.71,3923.92,100791150,157102534656.0,0.8,-0.53,-21.03,0.36
90,2020-05-21,3950.6,3913.79,3951.74,3907.58,94861033,149154144256.0,1.12,-0.54,-21.43,0.34
91,2020-05-22,3907.58,3824.06,3907.58,3818.15,103378360,157286506496.0,2.28,-2.29,-89.73,0.37
92,2020-05-25,3828.32,3829.32,3835.63,3800.18,79033326,127011917824.0,0.93,0.14,5.26,0.28
93,2020-05-26,3850.0,3872.77,3874.75,3844.48,77448077,125445619712.0,0.79,1.13,43.45,0.28
94,2020-05-27,3873.7,3845.61,3873.7,3838.42,83711831,123737501696.0,0.91,-0.7,-27.16,0.3
95,2020-05-28,3848.49,3856.63,3885.42,3818.43,93064054,139108409344.0,1.74,0.29,11.02,0.33
96,2020-05-29,3838.38,3867.02,3872.3,3830.42,93813832,135658135552.0,1.09,0.27,10.39,0.34
97,2020-06-01,3901.73,3971.34,3976.32,3901.73,136456653,208436514816.0,1.93,2.7,104.32,0.49
98,2020-06-02,3969.95,3983.57,3991.78,3958.98,144303060,195563302912.0,0.83,0.31,12.23,0.52
99,2020-06-03,4001.17,3983.65,4018.68,3982.93,136597484,200882765824.0,0.9,0.0,0.08,0.49
100,2020-06-04,3998.16,3982.19,3999.81,3968.57,104277737,149057855488.0,0.78,-0.04,-1.46,0.37
101,2020-06-05,3988.22,4001.25,4001.25,3967.93,102443942,154311344128.0,0.84,0.48,19.06,0.37
102,2020-06-08,4023.61,4021.95,4050.22,4016.1,137925814,193047519232.0,0.85,0.52,20.7,0.49
103,2020-06-09,4027.56,4047.03,4052.16,4016.34,115304479,166533967872.0,0.89,0.62,25.08,0.41
104,2020-06-10,4046.23,4039.71,4046.23,4024.42,112265728,166778642432.0,0.54,-0.18,-7.32,0.4
105,2020-06-11,4031.74,3995.88,4043.01,3979.75,127308941,197079441408.0,1.57,-1.08,-43.83,0.45
106,2020-06-12,3931.62,4003.08,4011.06,3927.25,134166648,193504047104.0,2.1,0.18,7.2,0.48
107,2020-06-15,3982.97,3954.99,4007.14,3954.99,131297861,211125338112.0,1.3,-1.2,-48.09,0.47
108,2020-06-16,3995.58,4014.57,4014.57,3987.86,111051538,185104027648.0,0.68,1.51,59.58,0.4
109,2020-06-17,4018.61,4017.59,4018.61,3992.13,105605798,176977502208.0,0.66,0.08,3.02,0.38
110,2020-06-18,4009.78,4044.38,4047.56,4000.9,138148762,210192916480.0,1.16,0.67,26.79,0.49
111,2020-06-19,4047.05,4098.71,4109.36,4043.49,152946990,255549796352.0,1.63,1.34,54.33,0.55
112,2020-06-22,4097.51,4102.05,4126.94,4088.78,155829466,259200520192.0,0.93,0.08,3.34,0.56
113,2020-06-23,4098.04,4121.79,4124.73,4080.75,129229509,234806509568.0,1.07,0.48,19.74,0.46
114,2020-06-24,4128.1,4138.99,4144.68,4123.36,121712466,224551432192.0,0.52,0.42,17.2,0.43
115,2020-06-29,4127.93,4109.72,4137.37,4092.54,130865853,226522058752.0,1.08,-0.71,-29.27,0.47
116,2020-06-30,4130.0,4163.96,4174.42,4129.78,125933522,227935703040.0,1.09,1.32,54.24,0.45
117,2020-07-01,4172.64,4247.78,4247.78,4163.5,169990456,305711800320.0,2.02,2.01,83.82,0.61
118,2020-07-02,4239.41,4335.84,4340.1,4238.12,252939369,399571525632.0,2.4,2.07,88.06,0.9
119,2020-07-03,4353.19,4419.6,4419.6,4348.45,290485540,442335023104.0,1.64,1.93,83.76,1.04
120,2020-07-06,4465.81,4670.09,4678.11,4465.81,405821025,597438218240.0,4.8,5.67,250.49,1.45
121,2020-07-07,4739.61,4698.13,4796.32,4688.06,406008553,635254743040.0,2.32,0.6,28.04,1.45
122,2020-07-08,4692.86,4774.0,4803.36,4670.65,348074847,532849827840.0,2.82,1.61,75.87,1.24
