,date,open,close,high,low,volume,amount,swing,chg_pct,chg_amount,turnover
244,2016-01-04,3725.86,3469.07,3726.24,3468.95,115370674,145968206095.0,6.9,-7.02,-261.93,0.41
245,2016-01-05,3382.18,3478.78,3518.22,3377.28,162116984,196017085879.0,4.06,0.28,9.71,0.58
246,2016-01-06,3482.41,3539.81,3543.74,3468.47,145966144,160947198402.0,2.16,1.75,61.03,0.52
247,2016-01-07,3481.15,3294.38,3481.15,3284.74,44102641,47130795628.0,5.55,-6.93,-245.43,0.16
248,2016-01-08,3371.87,3361.56,3418.85,3237.93,185959451,203498868289.0,5.49,2.04,67.18,0.66
249,2016-01-11,3303.12,3192.45,3342.48,3192.45,174638387,184464050180.0,4.46,-5.03,-169.11,0.62
250,2016-01-12,3214.82,3215.71,3242.25,3174.55,128225796,142048909710.0,2.12,0.73,23.26,0.46
251,2016-01-13,3240.48,3155.88,3257.3,3155.88,120666494,130886082444.0,3.15,-1.86,-59.83,0.43
252,2016-01-14,3076.64,3221.57,3226.66,3072.04,134537671,144771580596.0,4.9,2.08,65.69,0.48
253,2016-01-15,3200.89,3118.73,3216.8,3101.05,124601779,131882737252.0,3.59,-3.19,-102.84,0.44
254,2016-01-18,3068.23,3130.73,3165.62,3066.73,101128386,109458287764.0,3.17,0.38,12.0,0.36
255,2016-01-19,3132.7,3223.12,3227.91,3119.22,127653893,142907686296.0,3.47,2.95,92.39,0.46
256,2016-01-20,3204.22,3174.38,3225.95,3154.43,130650504,143313337192.0,2.22,-1.51,-48.74,0.47
257,2016-01-21,3136.38,3081.35,3202.54,3081.35,111189733,121856195433.0,3.82,-2.93,-93.03,0.4
258,2016-01-22,3114.9,3113.46,3132.17,3053.96,89951087,96885673842.0,2.54,1.04,32.11,0.32
259,2016-01-25,3129.03,3128.89,3149.33,3105.1,81540061,85777891364.0,1.42,0.5,15.43,0.29
260,2016-01-26,3099.6,2940.51,3106.53,2934.65,126933921,127250652518.0,5.49,-6.02,-188.38,0.45
261,2016-01-27,2953.18,2930.35,2963.54,2839.29,132229366,126997670778.0,4.23,-0.35,-10.16,0.47
262,2016-01-28,2909.33,2853.76,2941.89,2841.84,99222756,95663874927.0,3.41,-2.61,-76.59,0.35
263,2016-01-29,2855.6,2946.09,2965.31,2854.37,113304259,109462356680.0,3.89,3.24,92.33,0.4
264,2016-02-01,2939.04,2901.05,2944.52,2869.56,86795342,82931453498.0,2.54,-1.53,-45.04,0.31
265,2016-02-02,2901.53,2961.33,2972.43,2901.51,88601963,88740230428.0,2.44,2.08,60.28,0.32
266,2016-02-03,2931.29,2948.64,2954.71,2909.9,77389000,74817092259.0,1.51,-0.43,-12.69,0.28
267,2016-02-04,2960.33,2984.76,2999.21,2960.21,91779724,91550346872.0,1.32,1.22,36.12,0.33
268,2016-02-05,2982.06,2963.79,2988.36,2962.85,76850808,77443222334.0,0.85,-0.7,-20.97,0.27
269,2016-02-15,2888.43,2946.71,2961.49,2886.02,72919434,71285049141.0,2.55,-0.58,-17.08,0.26
270,2016-02-16,2962.19,3037.04,3042.09,2962.19,112579643,112300492317.0,2.71,3.07,90.33,0.4
271,2016-02-17,3034.09,3063.32,3065.78,3027.05,128291607,122279340234.0,1.28,0.87,26.28,0.46
272,2016-02-18,3079.53,3053.7,3093.51,3049.84,124401464,122618612161.0,1.43,-0.31,-9.62,0.44
273,2016-02-19,3047.94,3051.58,3065.97,3032.63,87338012,90849341804.0,1.09,-0.07,-2.12,0.31
274,2016-02-22,3083.93,3118.87,3128.21,3071.33,140946968,141684080627.0,1.86,2.21,67.29,0.5
275,2016-02-23,3117.2,3089.36,3119.22,3061.43,112567391,117476469063.0,1.85,-0.95,-29.51,0.4
276,2016-02-24,3077.61,3109.55,3109.55,3055.25,111782650,112918607549.0,1.76,0.65,20.19,0.4
277,2016-02-25,3104.41,2918.75,3104.44,2905.46,157829752,153493008194.0,6.4,-6.14,-190.8,0.56
278,2016-02-26,2942.1,2948.03,2964.39,2902.95,106949729,102531571946.0,2.11,1.0,29.28,0.38
279,2016-02-29,2939.58,2877.47,2939.87,2821.21,129341020,118440829598.0,4.03,-2.39,-70.56,0.46
280,2016-03-01,2881.34,2930.69,2950.44,2863.32,116045918,110491037808.0,3.03,1.85,53.22,0.41
281,2016-03-02,2933.92,3051.33,3054.72,2933.12,175972347,164025161471.0,4.15,4.12,120.64,0.63
282,2016-03-03,3050.39,3058.42,3078.44,3040.25,173105744,165509087742.0,1.25,0.23,7.09,0.62
283,2016-03-04,3047.54,3093.89,3101.66,3032.42,219172534,205520475543.0,2.26,1.16,35.47,0.78
284,2016-03-07,3109.0,3104.84,3130.9,3083.58,132462037,127790344488.0,1.53,0.35,10.95,0.47
285,2016-03-08,3100.15,3107.67,3109.25,3001.83,136235742,128758488144.0,3.46,0.09,2.83,0.49
286,2016-03-09,3045.92,3071.91,3072.92,3020.13,111466245,106298652785.0,1.7,-1.15,-35.76,0.4
287,2016-03-10,3056.21,3013.15,3074.16,3012.69,76072197,78180468559.0,2.0,-1.91,-58.76,0.27
288,2016-03-11,2990.21,3018.28,3026.44,2982.17,73333564,74367296548.0,1.47,0.17,5.13,0.26
289,2016-03-14,3039.57,3065.69,3106.8,3034.0,117108655,123539094703.0,2.41,1.57,47.41,0.42
290,2016-03-15,3061.34,3074.78,3077.08,3028.58,98311941,101302845698.0,1.58,0.3,9.09,0.35
291,2016-03-16,3068.87,3090.03,3100.35,3064.52,124736448,126128854001.0,1.17,0.5,15.25,0.45
292,2016-03-17,3096.81,3124.2,3147.84,3077.57,121661777,136603715775.0,2.27,1.11,34.17,0.43
293,2016-03-18,3136.22,3171.96,3197.67,3130.1,197302564,210017810346.0,2.16,1.53,47.76,0.7
294,2016-03-21,3203.29,3249.44,3267.78,3198.36,233269464,256836636273.0,2.19,2.44,77.48,0.83
295,2016-03-22,3231.61,3225.79,3249.68,3218.73,161020897,194211982989.0,0.95,-0.73,-23.65,0.58
296,2016-03-23,3217.73,3236.09,3242.25,3202.98,125679286,155567074583.0,1.22,0.32,10.3,0.45
297,2016-03-24,3211.5,3181.85,3221.91,3181.81,133131122,162436036415.0,1.24,-1.68,-54.24,0.48
298,2016-03-25,3176.81,3197.82,3204.44,3174.32,97395330,115195604431.0,0.95,0.5,15.97,0.35
299,2016-03-28,3206.95,3169.73,3229.62,3161.88,103441933,123844044128.0,2.12,-0.88,-28.09,0.37
300,2016-03-29,3171.31,3135.41,3178.07,3122.76,97294747,113844280553.0,1.74,-1.08,-34.32,0.35
301,2016-03-30,3161.29,3216.28,3216.68,3161.29,117802512,140721774451.0,1.77,2.58,80.87,0.42
302,2016-03-31,3229.2,3218.09,3241.93,3208.66,121552074,147267617416.0,1.03,0.06,1.81,0.43
303,2016-04-01,3213.67,3221.89,3222.61,3165.86,118122139,127050098456.0,1.76,0.12,3.8,0.42
304,2016-04-05,3211.3,3264.49,3271.93,3205.21,146047772,159296543667.0,2.07,1.32,42.6,0.52
305,2016-04-06,3250.52,3257.53,3267.64,3236.2,120196305,137206268587.0,0.96,-0.21,-6.96,0.43
306,2016-04-07,3266.29,3209.29,3270.82,3208.64,112409467,128273067720.0,1.91,-1.48,-48.24,0.4
307,2016-04-08,3189.85,3185.73,3197.77,3163.3,101005625,113920716519.0,1.07,-0.73,-23.56,0.36
308,2016-04-11,3213.51,3230.1,3251.57,3213.51,125212709,142759491340.0,1.19,1.39,44.37,0.45
309,2016-04-12,3227.37,3218.45,3232.26,3198.9,92869437,99086557951.0,1.03,-0.36,-11.65,0.33
310,2016-04-13,3237.86,3261.38,3296.52,3237.86,195613866,200159601290.0,1.82,1.33,42.93,0.7
311,2016-04-14,3277.1,3275.83,3286.07,3252.05,113157327,117989443450.0,1.04,0.44,14.45,0.4
312,2016-04-15,3279.86,3272.21,3282.98,3261.73,99807529,107963982334.0,0.65,-0.11,-3.62,0.36
313,2016-04-18,3252.67,3228.45,3252.67,3221.66,97090069,103956150095.0,0.95,-1.34,-43.76,0.35
314,2016-04-19,3243.97,3238.3,3250.73,3221.58,80871440,90976236261.0,0.9,0.31,9.85,0.29
315,2016-04-20,3244.14,3181.03,3248.42,3107.37,162207858,172324694469.0,4.36,-1.77,-57.27,0.58
316,2016-04-21,3160.8,3160.6,3198.56,3150.94,104752651,110324379038.0,1.5,-0.64,-20.43,0.37
317,2016-04-22,3142.56,3174.9,3175.38,3137.99,77078492,82442921903.0,1.18,0.45,14.3,0.28
318,2016-04-25,3164.74,3162.03,3172.27,3137.11,67519351,74734848036.0,1.11,-0.41,-12.87,0.24
319,2016-04-26,3159.77,3179.16,3181.1,3150.4,59020734,68871554173.0,0.97,0.54,17.13,0.21
320,2016-04-27,3181.93,3165.92,3188.83,3162.69,60004147,70620405995.0,0.82,-0.42,-13.24,0.21
321,2016-04-28,3169.33,3160.58,3174.77,3135.64,69870660,78876767222.0,1.24,-0.17,-5.34,0.25
322,2016-04-29,3153.54,3156.75,3171.29,3149.4,58029776,70807704222.0,0.69,-0.12,-3.83,0.21
323,2016-05-03,3159.82,3213.54,3218.49,3151.4,98164835,115733867591.0,2.13,1.8,56.79,0.35
324,2016-05-04,3203.47,3209.46,3222.88,3198.29,90862408,97797134813.0,0.77,-0.13,-4.08,0.32
325,2016-05-05,3204.17,3213.92,3217.28,3196.57,74733681,83946496908.0,0.65,0.14,4.46,0.27
326,2016-05-06,3213.14,3130.35,3216.89,3130.15,108680240,119265216104.0,2.7,-2.6,-83.57,0.39
327,2016-05-09,3115.43,3065.62,3115.43,3055.01,99230477,100409213488.0,1.93,-2.07,-64.73,0.35
328,2016-05-10,3055.21,3069.11,3084.72,3055.18,68849935,70650764147.0,0.96,0.11,3.49,0.25
329,2016-05-11,3080.64,3082.81,3102.88,3063.09,81794258,87323408342.0,1.3,0.45,13.7,0.29
330,2016-05-12,3059.38,3090.14,3095.35,3035.02,78765726,81418792606.0,1.96,0.24,7.33,0.28
331,2016-05-13,3081.68,3074.94,3103.1,3064.69,62629755,65850995649.0,1.24,-0.49,-15.2,0.22
332,2016-05-16,3064.53,3095.31,3095.56,3053.66,59461856,64405200020.0,1.36,0.66,20.37,0.21
333,2016-05-17,3095.52,3086.02,3105.2,3073.46,65278125,75389385458.0,1.03,-0.3,-9.29,0.23
334,2016-05-18,3071.53,3068.04,3072.61,3039.46,82715369,88458847115.0,1.07,-0.58,-17.98,0.3
335,2016-05-19,3060.34,3062.5,3086.98,3058.15,60444166,68679060392.0,0.94,-0.18,-5.54,0.22
336,2016-05-20,3047.78,3078.22,3078.53,3041.52,56080842,65124251092.0,1.21,0.51,15.72,0.2
337,2016-05-23,3078.51,3087.22,3098.48,3076.5,59697216,70337514484.0,0.71,0.29,9.0,0.21
338,2016-05-24,3083.24,3063.56,3083.26,3052.59,58734385,61106015446.0,0.99,-0.77,-23.66,0.21
339,2016-05-25,3079.75,3059.23,3089.1,3054.87,56652803,63316562530.0,1.12,-0.14,-4.33,0.2
340,2016-05-26,3056.6,3064.21,3072.52,3027.44,60392981,65985183919.0,1.47,0.16,4.98,0.22
341,2016-05-27,3059.73,3062.5,3073.76,3052.18,60468750,59371777079.0,0.7,-0.06,-1.71,0.22
342,2016-05-30,3056.31,3066.71,3075.26,3037.66,63098579,63496565009.0,1.23,0.14,4.21,0.23
343,2016-05-31,3068.6,3169.56,3170.93,3068.6,138863111,151398175957.0,3.34,3.35,102.85,0.5
344,2016-06-01,3172.96,3160.55,3181.79,3159.82,113148482,131700821152.0,0.69,-0.28,-9.01,0.4
345,2016-06-02,3158.03,3167.1,3168.82,3151.07,86003427,97093625345.0,0.56,0.21,6.55,0.31
346,2016-06-03,3172.95,3189.33,3201.75,3162.09,101491783,136332027087.0,1.25,0.7,22.23,0.36
347,2016-06-06,3192.78,3178.79,3197.22,3168.55,76693751,101176231366.0,0.9,-0.33,-10.54,0.27
348,2016-06-07,3182.44,3177.05,3186.62,3168.18,68928314,88711618425.0,0.58,-0.05,-1.74,0.25
349,2016-06-08,3171.81,3163.99,3174.97,3148.35,76291775,97682790861.0,0.84,-0.41,-13.06,0.27
350,2016-06-13,3134.05,3066.34,3145.61,3065.77,92975947,114091320004.0,2.52,-3.09,-97.65,0.33
351,2016-06-14,3058.44,3075.98,3078.75,3055.66,66279457,78622305350.0,0.75,0.31,9.64,0.24
352,2016-06-15,3043.96,3116.37,3128.67,3042.23,87393257,106170177872.0,2.81,1.31,40.39,0.31
353,2016-06-16,3104.36,3094.67,3112.48,3089.48,82974703,93496238871.0,0.74,-0.7,-21.7,0.3
354,2016-06-17,3096.09,3110.36,3131.05,3096.09,85402985,97953389320.0,1.13,0.51,15.69,0.3
355,2016-06-20,3114.91,3112.67,3118.73,3089.71,63587141,74647802462.0,0.93,0.07,2.31,0.23
356,2016-06-21,3124.9,3106.32,3155.49,3097.94,87965345,107233643632.0,1.85,-0.2,-6.35,0.31
357,2016-06-22,3100.45,3133.96,3134.06,3096.99,66487113,81348715848.0,1.19,0.89,27.64,0.24
358,2016-06-23,3129.72,3117.32,3129.72,3102.48,67751738,81732552159.0,0.87,-0.53,-16.64,0.24
359,2016-06-24,3110.65,3077.16,3130.54,3033.97,104792208,118967441702.0,3.1,-1.29,-40.16,0.37
360,2016-06-27,3065.13,3120.54,3120.64,3064.97,83267259,104066083791.0,1.81,1.41,43.38,0.3
361,2016-06-28,3107.4,3136.4,3139.43,3099.7,92024637,117197791504.0,1.27,0.51,15.86,0.33
362,2016-06-29,3142.48,3151.39,3158.08,3139.13,103723668,117958861189.0,0.6,0.48,14.99,0.37
363,2016-06-30,3152.83,3153.92,3163.72,3148.2,79692617,100627912925.0,0.49,0.08,2.53,0.28
364,2016-07-01,3156.93,3154.2,3170.26,3148.29,71746283,91215027688.0,0.7,0.01,0.28,0.26
365,2016-07-04,3136.39,3204.7,3210.6,3134.02,133310529,149894780037.0,2.43,1.6,50.5,0.48
366,2016-07-05,3199.16,3207.38,3216.7,3198.0,130226895,143899100428.0,0.58,0.08,2.68,0.47
367,2016-07-06,3197.62,3216.8,3217.52,3183.45,124897458,147232471496.0,1.06,0.29,9.42,0.45
368,2016-07-07,3206.55,3209.95,3220.54,3190.12,118595202,140488833675.0,0.95,-0.21,-6.85,0.42
369,2016-07-08,3199.75,3192.28,3204.93,3183.96,89734855,111063465417.0,0.65,-0.55,-17.67,0.32
370,2016-07-11,3199.04,3203.33,3235.96,3197.63,138529511,155288151673.0,1.2,0.35,11.05,0.49
371,2016-07-12,3201.91,3273.18,3273.47,3200.3,172534217,190853738897.0,2.28,2.18,69.85,0.62
372,2016-07-13,3274.02,3282.87,3300.99,3271.78,175196090,196592300322.0,0.89,0.3,9.69,0.63
373,2016-07-14,3277.48,3276.76,3281.95,3259.07,107525798,128090420917.0,0.7,-0.19,-6.11,0.38
374,2016-07-15,3278.84,3276.28,3285.03,3265.29,102665026,125179812929.0,0.6,-0.01,-0.48,0.37
375,2016-07-18,3269.71,3262.02,3281.64,3251.77,110312518,129785706199.0,0.91,-0.44,-14.26,0.39
376,2016-07-19,3260.43,3248.23,3264.73,3226.2,88886861,107108911172.0,1.18,-0.42,-13.79,0.32
377,2016-07-20,3246.86,3237.6,3254.51,3232.26,72701255,91367448994.0,0.68,-0.33,-10.63,0.26
378,2016-07-21,3238.34,3252.52,3271.37,3238.3,86004825,107464072513.0,1.02,0.46,14.92,0.31
379,2016-07-22,3251.24,3225.16,3253.77,3220.89,86029128,107416887320.0,1.01,-0.84,-27.36,0.31
380,2016-07-25,3220.17,3230.89,3243.79,3218.14,70203185,92015844035.0,0.8,0.18,5.73,0.25
381,2016-07-26,3228.23,3269.59,3269.75,3228.01,81051089,103745762758.0,1.29,1.2,38.7,0.29
382,2016-07-27,3270.08,3218.24,3276.51,3157.41,160188665,186928366498.0,3.64,-1.57,-51.35,0.57
383,2016-07-28,3204.46,3221.14,3235.78,3195.27,112779964,137295892753.0,1.26,0.09,2.9,0.4
384,2016-07-29,3217.19,3203.93,3225.42,3198.68,88044837,103787029748.0,0.83,-0.53,-17.21,0.31
385,2016-08-01,3196.43,3176.81,3199.98,3156.75,87003497,98818634361.0,1.35,-0.85,-27.12,0.31
386,2016-08-02,3173.76,3189.05,3189.05,3165.54,62167639,70640763842.0,0.74,0.39,12.24,0.22
387,2016-08-03,3179.68,3193.51,3197.16,3173.54,72864102,79754323301.0,0.74,0.14,4.46,0.26
388,2016-08-04,3190.55,3201.29,3201.55,3170.42,73504373,86919591121.0,0.97,0.24,7.78,0.26
389,2016-08-05,3201.35,3205.11,3224.87,3192.86,77196366,94429542391.0,1.0,0.12,3.82,0.28
390,2016-08-08,3199.57,3234.18,3234.48,3187.25,86676051,102638114597.0,1.47,0.91,29.07,0.31
391,2016-08-09,3232.6,3256.98,3257.33,3229.17,91065259,105924052436.0,0.87,0.7,22.8,0.33
392,2016-08-10,3255.18,3243.34,3261.86,3242.75,90430372,106157448028.0,0.59,-0.42,-13.64,0.32
393,2016-08-11,3239.56,3233.36,3274.03,3232.61,101041213,116996159046.0,1.28,-0.31,-9.98,0.36
394,2016-08-12,3231.81,3294.23,3294.23,3231.14,116254044,129354686387.0,1.95,1.88,60.87,0.42
395,2016-08-15,3303.47,3393.42,3417.91,3302.38,220543421,258897463910.0,3.51,3.01,99.19,0.79
396,2016-08-16,3403.38,3378.25,3418.69,3372.02,196389740,226785231085.0,1.38,-0.45,-15.17,0.7
397,2016-08-17,3377.77,3373.05,3394.39,3356.92,138847688,167917530856.0,1.11,-0.15,-5.2,0.5
398,2016-08-18,3369.95,3364.49,3394.79,3349.69,142380169,172256533000.0,1.34,-0.25,-8.56,0.51
399,2016-08-19,3358.55,3365.02,3374.04,3341.19,119961508,135382706293.0,0.98,0.02,0.53,0.43
400,2016-08-22,3364.68,3336.79,3372.83,3335.47,107951008,128201783812.0,1.11,-0.84,-28.23,0.39
401,2016-08-23,3332.62,3341.83,3359.65,3324.96,92924516,108503692377.0,1.04,0.15,5.04,0.33
402,2016-08-24,3341.93,3329.86,3348.13,3323.73,81191429,94012832200.0,0.73,-0.36,-11.97,0.29
403,2016-08-25,3314.08,3308.97,3315.08,3279.81,100589153,112578140010.0,1.06,-0.63,-20.89,0.36
404,2016-08-26,3312.5,3307.09,3328.95,3301.74,81530691,93213205560.0,0.82,-0.06,-1.88,0.29
405,2016-08-29,3306.57,3307.78,3315.08,3297.07,77036333,88011642022.0,0.54,0.02,0.69,0.28
406,2016-08-30,3310.32,3311.99,3325.12,3304.6,75725987,89513016667.0,0.62,0.13,4.21,0.27
407,2016-08-31,3310.57,3327.79,3333.97,3304.66,79570805,99215044445.0,0.88,0.48,15.8,0.28
408,2016-09-01,3326.74,3301.58,3329.35,3301.21,84947219,100911462823.0,0.85,-0.79,-26.21,0.3
409,2016-09-02,3298.72,3314.11,3320.43,3295.76,82791803,99396378584.0,0.75,0.38,12.53,0.3
410,2016-09-05,3321.01,3319.68,3338.42,3314.63,78292477,87531089645.0,0.72,0.17,5.57,0.28
411,2016-09-06,3322.02,3342.63,3347.95,3300.13,98283998,118366533426.0,1.44,0.69,22.95,0.35
412,2016-09-07,3344.07,3340.82,3357.36,3337.75,102940106,115119908617.0,0.59,-0.05,-1.81,0.37
413,2016-09-08,3338.01,3339.56,3343.4,3328.23,71916158,83742346850.0,0.45,-0.04,-1.26,0.26
414,2016-09-09,3339.37,3318.04,3344.95,3318.04,82657036,95471188732.0,0.81,-0.64,-21.52,0.3
415,2016-09-12,3271.87,3262.6,3276.72,3234.57,122917682,134456630927.0,1.27,-1.67,-55.44,0.44
416,2016-09-13,3265.34,3260.33,3269.22,3246.39,67180288,76862644231.0,0.7,-0.07,-2.27,0.24
417,2016-09-14,3245.74,3238.73,3255.0,3231.34,70432697,79780746436.0,0.73,-0.66,-21.6,0.25
418,2016-09-19,3242.74,3263.12,3264.9,3242.74,58831082,67678031642.0,0.68,0.75,24.39,0.21
419,2016-09-20,3264.66,3257.4,3265.04,3252.39,52784206,61626150818.0,0.39,-0.18,-5.72,0.19
420,2016-09-21,3257.71,3266.64,3270.9,3254.32,59142979,68957744044.0,0.51,0.28,9.24,0.21
421,2016-09-22,3281.47,3291.12,3303.2,3277.98,75753542,89991761655.0,0.77,0.75,24.48,0.27
422,2016-09-23,3292.28,3275.67,3293.92,3275.02,57993986,68046257250.0,0.57,-0.47,-15.45,0.21
423,2016-09-26,3267.69,3220.28,3267.69,3220.28,70452186,78700835132.0,1.45,-1.69,-55.39,0.25
424,2016-09-27,3214.87,3240.75,3240.78,3214.44,58460550,66651130361.0,0.82,0.64,20.47,0.21
425,2016-09-28,3243.65,3230.89,3243.65,3228.0,44727498,51996404752.0,0.48,-0.3,-9.86,0.16
426,2016-09-29,3234.86,3244.39,3257.77,3234.8,55452556,62220302312.0,0.71,0.42,13.5,0.2
427,2016-09-30,3240.18,3253.28,3260.94,3239.04,44978022,52655734553.0,0.68,0.27,8.89,0.16
428,2016-10-10,3265.36,3293.87,3294.64,3258.96,80519260,89607989896.0,1.1,1.25,40.59,0.29
429,2016-10-11,3296.87,3306.56,3308.0,3292.88,87713163,88213421183.0,0.46,0.39,12.69,0.31
430,2016-10-12,3299.14,3300.01,3302.56,3289.75,68669781,72386912616.0,0.39,-0.2,-6.55,0.25
431,2016-10-13,3299.16,3302.65,3307.41,3292.4,81224198,79923748596.0,0.45,0.08,2.64,0.29
432,2016-10-14,3298.73,3305.85,3306.69,3285.73,82316271,81485597806.0,0.63,0.1,3.2,0.29
433,2016-10-17,3305.96,3277.88,3309.01,3271.54,86113509,88199418936.0,1.13,-0.85,-27.97,0.31
434,2016-10-18,3272.68,3321.33,3321.33,3272.68,102860714,104625044142.0,1.48,1.33,43.45,0.37
435,2016-10-19,3323.3,3316.24,3332.52,3309.83,101167725,96354442199.0,0.68,-0.15,-5.09,0.36
436,2016-10-20,3317.18,3318.6,3324.9,3312.17,79238871,82481095277.0,0.38,0.07,2.36,0.28
437,2016-10-21,3315.72,3327.74,3341.56,3309.18,109785176,107114926126.0,0.98,0.28,9.14,0.39
438,2016-10-24,3332.51,3367.58,3382.83,3330.97,153014345,150063007899.0,1.56,1.2,39.84,0.55
439,2016-10-25,3367.48,3367.45,3373.91,3356.59,111191693,110576512916.0,0.51,0.0,-0.13,0.4
440,2016-10-26,3365.2,3354.8,3367.83,3349.57,98024786,104719318220.0,0.54,-0.38,-12.65,0.35
441,2016-10-27,3351.46,3345.7,3352.35,3335.13,77629851,85241012414.0,0.51,-0.27,-9.1,0.28
442,2016-10-28,3347.14,3340.13,3370.75,3337.29,93133309,104797971448.0,1.0,-0.17,-5.57,0.33
443,2016-10-31,3332.41,3336.28,3340.47,3317.33,71352863,80701820968.0,0.69,-0.12,-3.85,0.25
444,2016-11-01,3338.71,3359.05,3359.39,3334.46,74938199,84717683750.0,0.75,0.68,22.77,0.27
445,2016-11-02,3350.71,3333.35,3356.4,3331.38,91197104,100348995733.0,0.74,-0.77,-25.7,0.33
446,2016-11-03,3326.9,3365.08,3379.99,3324.84,126223504,137386468361.0,1.65,0.95,31.73,0.45
447,2016-11-04,3362.21,3354.17,3377.64,3348.43,104069655,110813764577.0,0.87,-0.32,-10.91,0.37
448,2016-11-07,3353.44,3356.59,3362.74,3342.31,99877988,94370876771.0,0.61,0.07,2.42,0.36
449,2016-11-08,3367.7,3371.12,3383.92,3361.13,103148282,105138256061.0,0.68,0.43,14.53,0.37
450,2016-11-09,3370.6,3353.05,3373.1,3322.08,139110059,145186921690.0,1.51,-0.54,-18.07,0.5
451,2016-11-10,3374.91,3390.61,3403.02,3374.91,134705535,133277399553.0,0.84,1.12,37.56,0.48
452,2016-11-11,3387.95,3417.22,3422.67,3382.89,198781496,190647270040.0,1.17,0.78,26.61,0.71
453,2016-11-14,3409.22,3430.25,3452.62,3408.14,213247105,208353308629.0,1.3,0.38,13.03,0.76
454,2016-11-15,3428.87,3429.87,3434.92,3415.99,134566320,135206770523.0,0.55,-0.01,-0.38,0.48
455,2016-11-16,3432.43,3429.59,3435.64,3419.24,129808511,128944599173.0,0.48,-0.01,-0.28,0.46
456,2016-11-17,3423.47,3436.53,3437.67,3412.88,121561731,121576882948.0,0.72,0.2,6.94,0.43
457,2016-11-18,3437.49,3417.46,3443.12,3413.27,115951205,117345607612.0,0.87,-0.55,-19.07,0.41
458,2016-11-21,3412.65,3441.11,3463.14,3412.08,146434529,147542589349.0,1.49,0.69,23.65,0.52
459,2016-11-22,3443.22,3468.36,3469.22,3443.22,168523446,167250665827.0,0.76,0.79,27.25,0.6
460,2016-11-23,3473.9,3474.73,3492.96,3465.76,162388504,171247116196.0,0.78,0.18,6.37,0.58
461,2016-11-24,3468.81,3488.74,3508.16,3467.01,145746301,165071453531.0,1.18,0.4,14.01,0.52
462,2016-11-25,3490.04,3521.3,3521.3,3463.95,153621506,166832181108.0,1.64,0.93,32.56,0.55
463,2016-11-28,3538.68,3535.08,3553.36,3528.32,207375483,219859766828.0,0.71,0.39,13.78,0.74
464,2016-11-29,3525.9,3564.04,3583.72,3521.38,236918356,248322816339.0,1.76,0.82,28.96,0.85
465,2016-11-30,3557.64,3538.0,3567.07,3527.02,178560178,190681227631.0,1.12,-0.73,-26.04,0.64
466,2016-12-01,3543.96,3565.04,3575.97,3543.25,180170761,199637742998.0,0.92,0.76,27.04,0.64
467,2016-12-02,3559.77,3528.95,3562.55,3516.79,196355480,203742147476.0,1.28,-1.01,-36.09,0.7
468,2016-12-05,3473.69,3469.41,3496.88,3457.34,180852355,190175061733.0,1.12,-1.69,-59.54,0.65
469,2016-12-06,3466.24,3459.15,3477.59,3456.81,115529090,125727753193.0,0.6,-0.3,-10.26,0.41
470,2016-12-07,3458.37,3475.75,3475.75,3445.76,114345103,115282194223.0,0.87,0.48,16.6,0.41
471,2016-12-08,3481.81,3470.14,3484.34,3466.51,117383922,119188508676.0,0.51,-0.16,-5.61,0.42
472,2016-12-09,3464.87,3493.7,3507.93,3461.76,150303308,152674867707.0,1.33,0.68,23.56,0.54
473,2016-12-12,3489.27,3409.18,3495.8,3400.79,187467751,199163540831.0,2.72,-2.42,-84.52,0.67
474,2016-12-13,3394.21,3405.04,3416.21,3370.6,121105097,124454188749.0,1.34,-0.12,-4.14,0.43
475,2016-12-14,3399.41,3378.95,3412.28,3378.27,124007744,126182669414.0,1.0,-0.77,-26.09,0.44
476,2016-12-15,3363.86,3340.43,3378.04,3327.14,114960660,121507811540.0,1.51,-1.14,-38.52,0.41
477,2016-12-16,3335.36,3346.03,3356.29,3330.49,90775422,98112206845.0,0.77,0.17,5.6,0.32
478,2016-12-19,3342.34,3328.98,3344.86,3325.0,81640678,86095693838.0,0.59,-0.51,-17.05,0.29
479,2016-12-20,3328.3,3309.06,3329.1,3289.27,87569592,88527345889.0,1.2,-0.6,-19.92,0.31
480,2016-12-21,3313.75,3338.54,3342.48,3313.75,108254995,106205485213.0,0.87,0.89,29.48,0.39
481,2016-12-22,3335.12,3335.67,3340.36,3322.72,92277249,92564877570.0,0.53,-0.09,-2.87,0.33
482,2016-12-23,3333.4,3307.6,3334.89,3300.88,97444713,99575473231.0,1.02,-0.84,-28.07,0.35
483,2016-12-26,3293.22,3322.4,3322.42,3267.05,89793982,95493219936.0,1.67,0.45,14.8,0.32
484,2016-12-27,3319.21,3316.39,3330.23,3315.83,75486359,79617133030.0,0.43,-0.18,-6.01,0.27
485,2016-12-28,3315.75,3301.89,3320.55,3293.17,69000437,71759839566.0,0.83,-0.44,-14.5,0.25
486,2016-12-29,3297.04,3297.76,3312.11,3288.1,70087923,75972960431.0,0.73,-0.13,-4.13,0.25
487,2016-12-30,3302.6,3310.08,3313.55,3295.75,71744116,76921368838.0,0.54,0.37,12.32,0.26
488,2017-01-03,3313.95,3342.23,3345.26,3313.95,86567896,87612765768.0,0.95,0.97,32.15,0.31
