,date,open,close,high,low,volume,amount,swing,chg_pct,chg_amount,turnover,factor,symbol
0,2015-01-05,7.45,8.09,8.09,7.45,2316118.0,1954000880.0,8.76,10.67,0.78,2.78,1.0,x601111
1,2015-01-06,8.47,8.45,8.82,8.13,2263874.0,2035689248.0,8.53,4.45,0.36,2.72,1.0,x601111
2,2015-01-07,8.74,8.64,9.04,8.52,1642054.0,1523493472.0,6.15,2.25,0.19,1.97,1.0,x601111
3,2015-01-08,8.49,8.27,8.51,8.12,1119713.0,989441168.0,4.51,-4.28,-0.37,1.34,1.0,x601111
4,2015-01-09,8.1,8.25,8.66,8.09,1060966.0,944273568.0,6.89,-0.24,-0.02,1.27,1.0,x601111
5,2015-01-12,8.26,8.41,8.43,7.88,841050.0,728123360.0,6.67,1.94,0.16,1.01,1.0,x601111
6,2015-01-13,8.59,8.43,8.85,8.41,1002466.0,916688176.0,5.23,0.24,0.02,1.2,1.0,x601111
7,2015-01-14,8.39,8.16,8.39,7.93,789398.0,683461264.0,5.46,-3.2,-0.27,0.95,1.0,x601111
8,2015-01-15,7.93,8.2,8.21,7.67,930948.0,786596912.0,6.62,0.49,0.04,1.12,1.0,x601111
9,2015-01-16,8.21,8.06,8.26,7.96,844501.0,727436144.0,3.66,-1.71,-0.14,1.01,1.0,x601111
10,2015-01-19,7.37,7.2,7.71,7.2,1083124.0,856759248.0,6.33,-10.67,-0.86,1.3,1.0,x601111
11,2015-01-20,7.12,7.41,7.42,7.11,928917.0,724690368.0,4.31,2.92,0.21,1.12,1.0,x601111
12,2015-01-21,7.55,7.7,7.71,7.48,978083.0,795287968.0,3.1,3.91,0.29,1.17,1.0,x601111
13,2015-01-22,7.63,7.61,7.72,7.5,650754.0,529326976.0,2.86,-1.17,-0.09,0.78,1.0,x601111
14,2015-01-23,7.63,7.73,7.9,7.57,839920.0,695600752.0,4.34,1.58,0.12,1.01,1.0,x601111
15,2015-01-26,7.87,8.02,8.05,7.66,924368.0,772733072.0,5.05,3.75,0.29,1.11,1.0,x601111
16,2015-01-27,7.94,7.74,7.95,7.51,925479.0,763824304.0,5.49,-3.49,-0.28,1.11,1.0,x601111
17,2015-01-28,7.57,7.49,7.63,7.47,617408.0,496818592.0,2.07,-3.23,-0.25,0.74,1.0,x601111
18,2015-01-29,7.34,7.39,7.59,7.28,450754.0,359523360.0,4.14,-1.34,-0.1,0.54,1.0,x601111
19,2015-01-30,7.39,7.16,7.5,7.12,618778.0,481157696.0,5.14,-3.11,-0.23,0.74,1.0,x601111
20,2015-02-02,6.92,6.76,6.98,6.72,579522.0,426873584.0,3.63,-5.59,-0.4,0.7,1.0,x601111
21,2015-02-03,6.76,6.88,6.92,6.53,743406.0,539057008.0,5.77,1.78,0.12,0.89,1.0,x601111
22,2015-02-04,6.75,6.66,6.84,6.64,551312.0,401077024.0,2.91,-3.2,-0.22,0.66,1.0,x601111
23,2015-02-05,6.88,6.68,6.98,6.64,585255.0,430421840.0,5.11,0.3,0.02,0.7,1.0,x601111
24,2015-02-06,6.57,6.37,6.62,6.16,885557.0,607298048.0,6.89,-4.64,-0.31,1.06,1.0,x601111
25,2015-02-09,6.27,6.31,6.4,6.18,386195.0,263909567.0,3.45,-0.94,-0.06,0.46,1.0,x601111
26,2015-02-10,6.28,6.56,6.63,6.24,531778.0,373865664.0,6.18,3.96,0.25,0.64,1.0,x601111
27,2015-02-11,6.64,6.6,6.67,6.52,330544.0,235476034.0,2.29,0.61,0.04,0.4,1.0,x601111
28,2015-02-12,6.63,6.78,6.87,6.53,390717.0,283130464.0,5.15,2.73,0.18,0.47,1.0,x601111
29,2015-02-13,6.78,6.78,6.85,6.67,429360.0,313493536.0,2.65,0.0,0.0,0.52,1.0,x601111
30,2015-02-16,6.72,6.75,6.81,6.64,376969.0,273902720.0,2.51,-0.44,-0.03,0.45,1.0,x601111
31,2015-02-17,6.74,7.22,7.32,6.74,868839.0,658540000.0,8.59,6.96,0.47,1.04,1.0,x601111
32,2015-02-25,7.25,7.12,7.29,7.07,446274.0,342976256.0,3.05,-1.39,-0.1,0.54,1.0,x601111
33,2015-02-26,7.07,7.14,7.19,6.85,504103.0,381521968.0,4.78,0.28,0.02,0.61,1.0,x601111
34,2015-02-27,7.19,7.37,7.52,7.19,838186.0,660706128.0,4.62,3.22,0.23,1.01,1.0,x601111
35,2015-03-02,7.36,7.29,7.36,7.14,484404.0,376632016.0,2.99,-1.09,-0.08,0.58,1.0,x601111
36,2015-03-03,7.2,6.95,7.26,6.93,536128.0,406994592.0,4.53,-4.66,-0.34,0.64,1.0,x601111
37,2015-03-04,6.93,6.93,7.02,6.85,312898.0,233360249.0,2.45,-0.29,-0.02,0.38,1.0,x601111
38,2015-03-05,6.87,6.72,6.92,6.62,576774.0,417902512.0,4.33,-3.03,-0.21,0.69,1.0,x601111
39,2015-03-06,6.72,6.79,7.12,6.7,452951.0,334686192.0,6.25,1.04,0.07,0.54,1.0,x601111
40,2015-03-09,6.73,6.87,6.92,6.58,337090.0,245583072.0,5.01,1.18,0.08,0.4,1.0,x601111
41,2015-03-10,6.83,7.04,7.13,6.81,527576.0,397501760.0,4.66,2.47,0.17,0.63,1.0,x601111
42,2015-03-11,7.08,7.38,7.65,7.07,1160084.0,926420288.0,8.24,4.83,0.34,1.39,1.0,x601111
43,2015-03-12,7.39,7.38,7.57,7.22,683273.0,541564208.0,4.74,0.0,0.0,0.82,1.0,x601111
44,2015-03-13,7.51,7.86,8.15,7.51,1338041.0,1120187200.0,8.67,6.5,0.48,1.61,1.0,x601111
45,2015-03-16,8.1,8.25,8.32,7.81,1394052.0,1194764416.0,6.49,4.96,0.39,1.67,1.0,x601111
46,2015-03-17,8.29,9.13,9.13,8.12,2316671.0,2190311504.0,12.24,10.67,0.88,2.78,1.0,x601111
47,2015-03-18,9.47,9.5,10.1,9.39,3063011.0,3130348688.0,7.78,4.05,0.37,3.68,1.0,x601111
48,2015-03-19,9.18,9.15,9.24,9.01,1593261.0,1534296128.0,2.42,-3.68,-0.35,1.91,1.0,x601111
49,2015-03-20,9.17,8.84,9.2,8.7,1456866.0,1373541712.0,5.46,-3.39,-0.31,1.75,1.0,x601111
50,2015-03-23,8.77,8.88,8.97,8.71,1116521.0,1047643840.0,2.94,0.45,0.04,1.34,1.0,x601111
51,2015-03-24,8.8,9.33,9.46,8.72,1993873.0,1914615728.0,8.33,5.07,0.45,2.39,1.0,x601111
52,2015-03-25,9.06,8.89,9.08,8.83,1094421.0,1035131184.0,2.68,-4.72,-0.44,1.31,1.0,x601111
53,2015-03-26,8.83,8.65,8.84,8.52,1085004.0,994224032.0,3.6,-2.7,-0.24,1.3,1.0,x601111
54,2015-03-27,8.57,8.67,8.76,8.47,676421.0,617888304.0,3.35,0.23,0.02,0.81,1.0,x601111
55,2015-03-30,8.8,9.16,9.23,8.71,1425389.0,1362303088.0,6.0,5.65,0.49,1.71,1.0,x601111
56,2015-03-31,9.17,8.9,9.22,8.77,831653.0,794959424.0,4.91,-2.84,-0.26,1.0,1.0,x601111
57,2015-04-01,8.85,9.45,9.58,8.85,1327945.0,1310614368.0,8.2,6.18,0.55,1.59,1.0,x601111
58,2015-04-02,9.27,9.31,9.39,9.08,900561.0,878273584.0,3.28,-1.48,-0.14,1.08,1.0,x601111
59,2015-04-03,9.33,9.36,9.62,9.24,796891.0,792528352.0,4.08,0.54,0.05,0.96,1.0,x601111
60,2015-04-07,9.17,10.02,10.35,9.07,1932108.0,1998105312.0,13.68,7.05,0.66,2.32,1.0,x601111
61,2015-04-08,9.93,9.89,10.35,9.53,1688039.0,1772743984.0,8.18,-1.3,-0.13,2.03,1.0,x601111
62,2015-04-09,10.06,9.74,10.12,9.48,1072998.0,1108507792.0,6.47,-1.52,-0.15,1.29,1.0,x601111
63,2015-04-10,9.73,9.91,10.07,9.59,784591.0,818249120.0,4.93,1.75,0.17,0.94,1.0,x601111
64,2015-04-13,10.09,9.98,10.18,9.92,880141.0,930424528.0,2.62,0.71,0.07,1.06,1.0,x601111
65,2015-04-14,10.08,9.89,10.18,9.77,725830.0,759603456.0,4.11,-0.9,-0.09,0.87,1.0,x601111
66,2015-04-15,9.82,9.57,9.87,9.49,752569.0,765848736.0,3.84,-3.24,-0.32,0.9,1.0,x601111
67,2015-04-16,9.33,9.61,9.72,9.18,826965.0,828401280.0,5.64,0.42,0.04,0.99,1.0,x601111
68,2015-04-17,9.97,10.16,10.42,9.83,2014505.0,2131952384.0,6.14,5.72,0.55,2.42,1.0,x601111
69,2015-04-20,10.03,10.54,11.17,9.88,2432711.0,2687098912.0,12.7,3.74,0.38,2.92,1.0,x601111
70,2015-04-21,10.55,10.63,10.65,10.22,1154506.0,1268023136.0,4.08,0.85,0.09,1.39,1.0,x601111
71,2015-04-22,10.97,10.76,11.07,10.68,1206128.0,1368551888.0,3.67,1.22,0.13,1.45,1.0,x601111
72,2015-04-23,10.84,10.56,10.89,10.4,1107071.0,1231065328.0,4.55,-1.86,-0.2,1.33,1.0,x601111
73,2015-04-24,10.47,11.43,11.46,10.27,2113161.0,2426898672.0,11.27,8.24,0.87,2.54,1.0,x601111
74,2015-04-27,11.9,12.63,12.63,11.77,2834584.0,3651062736.0,7.52,10.5,1.2,3.4,1.0,x601111
75,2015-04-28,12.67,13.06,13.75,12.22,3074408.0,4136139216.0,12.11,3.4,0.43,3.69,1.0,x601111
76,2015-04-29,12.67,12.59,12.95,12.28,1413117.0,1853797008.0,5.13,-3.6,-0.47,1.7,1.0,x601111
77,2015-04-30,12.61,12.52,13.47,12.47,1519450.0,2033484208.0,7.94,-0.56,-0.07,1.82,1.0,x601111
78,2015-05-04,12.52,12.29,12.74,11.96,1147199.0,1473669680.0,6.23,-1.84,-0.23,1.38,1.0,x601111
79,2015-05-05,12.43,11.48,12.48,11.11,1244831.0,1528198960.0,11.15,-6.59,-0.81,1.49,1.0,x601111
80,2015-05-06,11.27,10.81,11.58,10.48,1072116.0,1255871472.0,9.58,-5.84,-0.67,1.29,1.0,x601111
81,2015-05-07,10.59,10.03,10.77,9.99,886427.0,964849120.0,7.22,-7.22,-0.78,1.06,1.0,x601111
82,2015-05-08,10.17,11.08,11.09,10.17,1284750.0,1422026224.0,9.17,10.47,1.05,1.54,1.0,x601111
83,2015-05-11,11.17,11.26,11.45,10.84,1402992.0,1637203984.0,5.51,1.62,0.18,1.68,1.0,x601111
84,2015-05-12,11.25,11.22,11.32,10.84,1055633.0,1227503152.0,4.26,-0.36,-0.04,1.27,1.0,x601111
85,2015-05-13,11.02,10.76,11.17,10.67,886099.0,1012175328.0,4.46,-4.1,-0.46,1.06,1.0,x601111
86,2015-05-14,10.76,11.15,11.2,10.62,1023073.0,1174122368.0,5.39,3.62,0.39,1.23,1.0,x601111
87,2015-05-15,10.97,10.62,11.08,10.52,658110.0,739783296.0,5.02,-4.75,-0.53,0.79,1.0,x601111
88,2015-05-18,10.42,10.3,10.76,10.27,658268.0,725034992.0,4.61,-3.01,-0.32,0.79,1.0,x601111
